"x";"y"
788,620326838435;625096,824799192
807,946107636808;656003,652215342
823,027148310943;680654,948853658
801,34922578988;645366,591731964
799,2282537625;641968,401019797
802,938063199924;647923,903194705
797,122666185347;638595,932369327
811,262118842084;661383,827767977
803,935555182046;649525,896892535
818,899120238265;673864,813149121
815,44163349604;668196,212678316
788,970345821807;625644,379742014
811,355015196739;661542,22463292
814,108200336302;666012,428360336
812,58853296275;663539,252131596
815,660078605241;668565,662119883
790,280790943198;627718,757603562
793,40434659081;632675,97133911
797,362657597784;638987,649811986
788,67981477844;625192,890831261
800,253065676621;643615,150555099
797,095793934909;638558,608072167
798,202058606727;640322,104858799
809,000845689628;657719,636846182
802,699093675507;647537,077583065
813,325992377621;664745,305844667
816,130265640583;669329,134781678
818,577579338941;673328,640158418
794,444499975583;634332,120744829
805,500412260277;652049,501939104
802,049617030632;646498,177319524
805,360003175;651829,77654799
803,827731806239;649362,283901425
804,5350111861;650483,018337265
801,805032209583;646098,752534246
821,205743983842;677648,246998077
814,863582284467;667259,566098398
813,276888497517;664656,104949483
791,529977915887;629695,152796769
799,291980269797;642071,291840629
788,12439915258;624317,279222521
796,113242057231;636985,074263085
822,934813867304;680492,916121405
812,748162542711;663796,639509308
818,18307885003;672682,896166669
799,487974090845;642387,143357973
809,649337466916;658753,711770026
803,739473323271;649220,545335784
808,996101366383;657706,142274787
798,590789489924;640939,740664789
796,863873924162;638194,427557718
801,2951613644;645284,727153787
796,998760678769;638402,230108843
819,954313038126;675592,881972856
820,854560185245;677071,938685866
792,971754623312;631988,439303646
792,807881941747;631729,704590813
803,071974247762;648144,58273537
803,666746073157;649091,382329836
802,069077969556;646523,624417834
804,919966144281;651108,713786828
811,814156078859;662288,873967574
808,742711984834;657292,970693142
807,008770197181;654495,877963756
799,2178984674;641951,571410442
797,035318621293;638454,327893019
808,404190297745;656751,21941515
792,684672841747;631528,58180116
819,94071307842;675562,696243508
798,040220783445;640074,559297432
796,019188363519;636837,408427322
792,840944399309;631776,761678064
790,067494490449;627378,741134921
789,885598565258;627090,534850393
814,346366633803;666408,556917618
819,584704495594;674982,663378556
790,45180155332;627990,151090283
806,298839049588;653342,601850175
818,034034063362;672435,053022749
820,089871306694;675819,743075414
791,59144082103;629793,242054446
791,818206911836;630154,990663241
790,656587320932;628325,625240901
806,889541284138;654295,836219459
